UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
80,User_80,64,Male,Location_80,2023-03-02,-0.25791036401425005,Electronics,-0.6806603768455378,Monthly
81,User_81,36,Female,Location_81,2023-10-22,0.040328079804247886,Clothing,0.7198753779806717,Daily
82,User_82,45,Male,Location_82,2023-01-08,-0.15387369756593683,Home & Garden,0.019607500567566948,Weekly
83,User_83,18,Female,Location_83,2023-11-04,-0.09491958657855931,Electronics,1.4201432553937765,Monthly
84,User_84,32,Male,Location_84,2023-12-27,-1.1283504732984708,Home & Garden,0.019607500567566948,Weekly
85,User_85,53,Female,Location_85,2023-10-20,1.1986029662621351,Books,-0.6806603768455378,Monthly
86,User_86,30,Female,Location_86,2023-01-22,-0.3480754749361215,Clothing,0.7198753779806717,Daily
87,User_87,60,Male,Location_87,2023-08-14,-0.7850294740190371,Home & Garden,-0.6806603768455378,Daily
88,User_88,38,Female,Location_88,2023-05-14,-0.8578551405328564,Electronics,0.7198753779806717,Weekly
89,User_89,29,Female,Location_89,2023-05-21,-1.2289192508651736,Food,0.7198753779806717,Daily
90,User_90,22,Female,Location_90,2023-02-20,1.150052521919589,Home & Garden,1.4201432553937765,Monthly
91,User_91,24,Female,Location_91,2023-06-09,-0.3133965861200171,Food,1.4201432553937765,Weekly
92,User_92,22,Female,Location_92,2023-12-17,0.827538855929818,Home & Garden,0.019607500567566948,Weekly
93,User_93,65,Female,Location_93,2023-12-28,1.4899056323174122,Books,1.4201432553937765,Daily
94,User_94,70,Male,Location_94,2023-07-05,-0.8197083628351415,Food,-0.6806603768455378,Daily
95,User_95,21,Male,Location_95,2023-10-27,0.8448783003378703,Clothing,-0.6806603768455378,Monthly
96,User_96,30,Female,Location_96,2023-02-08,-1.6936163610009727,Electronics,0.7198753779806717,Daily
97,User_97,54,Female,Location_97,2023-02-07,-0.22323147519814565,Clothing,0.019607500567566948,Weekly
98,User_98,70,Male,Location_98,2023-04-15,-0.6081671410569046,Home & Garden,0.019607500567566948,Monthly
99,User_99,58,Male,Location_99,2023-11-23,1.6737037430427657,Home & Garden,0.019607500567566948,Weekly
100,User_100,32,Male,Location_0,2023-01-31,0.9593186334310148,Clothing,0.7198753779806717,Weekly
101,User_101,33,Male,Location_1,2023-01-31,-1.3190843617870451,Home & Garden,1.4201432553937765,Weekly
102,User_102,38,Female,Location_2,2023-03-10,-0.7018001408603866,Books,-1.3809282542586425,Daily
103,User_103,53,Female,Location_3,2023-08-04,0.387116967965292,Electronics,-0.6806603768455378,Monthly
104,User_104,41,Male,Location_4,2023-05-29,-0.3896901415154468,Books,0.7198753779806717,Monthly
105,User_105,33,Male,Location_5,2023-02-17,-1.1560935843513542,Food,-0.6806603768455378,Daily
106,User_106,31,Male,Location_6,2023-03-22,-0.8925340293489608,Electronics,1.4201432553937765,Daily
107,User_107,39,Male,Location_7,2023-04-11,0.976658077839067,Electronics,1.4201432553937765,Daily
108,User_108,66,Female,Location_8,2023-09-24,-1.6901484721193623,Home & Garden,0.7198753779806717,Daily
109,User_109,67,Male,Location_9,2023-12-06,-0.11225903098661152,Food,0.7198753779806717,Weekly
110,User_110,23,Male,Location_10,2023-01-07,-1.7386989164619084,Clothing,-1.3809282542586425,Weekly
111,User_111,59,Male,Location_11,2023-04-21,-0.7295432519132701,Food,0.019607500567566948,Daily
112,User_112,53,Female,Location_12,2023-06-05,0.37324541243885023,Clothing,-1.3809282542586425,Weekly
113,User_113,18,Female,Location_13,2023-10-21,-0.35847914158095284,Food,0.7198753779806717,Weekly
114,User_114,49,Female,Location_14,2023-04-21,0.945447077904573,Food,-1.3809282542586425,Daily
115,User_115,23,Male,Location_15,2023-08-25,0.3420344125043563,Clothing,-0.6806603768455378,Weekly
116,User_116,48,Female,Location_16,2023-01-11,0.0021813021065330337,Books,1.4201432553937765,Daily
117,User_117,18,Female,Location_17,2023-09-09,-1.7282952498170772,Home & Garden,1.4201432553937765,Monthly
118,User_118,67,Male,Location_18,2023-05-05,-0.6151029188201255,Home & Garden,-1.3809282542586425,Monthly
119,User_119,68,Female,Location_19,2023-07-11,-1.3884421394192539,Home & Garden,0.019607500567566948,Daily
120,User_120,54,Male,Location_20,2023-02-24,-0.04636914223601314,Clothing,0.7198753779806717,Weekly
121,User_121,52,Female,Location_21,2023-12-22,1.2540891883679022,Home & Garden,1.4201432553937765,Daily
122,User_122,66,Female,Location_22,2023-06-13,1.4621625212645288,Electronics,-1.3809282542586425,Monthly
123,User_123,47,Male,Location_23,2023-03-27,0.43219952342622775,Food,0.7198753779806717,Monthly
124,User_124,21,Male,Location_24,2023-01-15,0.269208745990537,Clothing,1.4201432553937765,Daily
125,User_125,52,Female,Location_25,2023-11-19,1.0425479665896653,Clothing,-1.3809282542586425,Daily
126,User_126,60,Female,Location_26,2023-08-13,-0.26484614177747096,Electronics,0.7198753779806717,Daily
127,User_127,31,Male,Location_27,2023-11-07,0.9697223000758461,Food,0.019607500567566948,Weekly
128,User_128,66,Female,Location_28,2023-12-27,1.3650616325794365,Home & Garden,-1.3809282542586425,Daily
129,User_129,57,Male,Location_29,2023-11-20,-1.3468274728399285,Clothing,-1.3809282542586425,Daily
130,User_130,39,Male,Location_30,2023-09-20,-0.3480754749361215,Clothing,-1.3809282542586425,Weekly
131,User_131,27,Male,Location_31,2023-11-13,-0.48332314131892873,Clothing,1.4201432553937765,Weekly
132,User_132,18,Female,Location_32,2023-01-09,0.6194655230331916,Clothing,0.019607500567566948,Monthly
133,User_133,28,Female,Location_33,2023-01-08,-0.029029697827960936,Clothing,0.019607500567566948,Monthly
134,User_134,68,Female,Location_34,2023-10-18,1.6251532987002195,Clothing,-1.3809282542586425,Daily
135,User_135,61,Female,Location_35,2023-08-02,1.0564195221161072,Electronics,-1.3809282542586425,Monthly
136,User_136,41,Female,Location_36,2023-01-29,0.18251152395027598,Clothing,0.019607500567566948,Monthly
137,User_137,20,Male,Location_37,2023-12-11,-0.6185708077017359,Books,0.7198753779806717,Weekly
138,User_138,52,Female,Location_38,2023-08-08,-0.7572863629661536,Food,-1.3809282542586425,Weekly
139,User_139,53,Male,Location_39,2023-10-30,1.5766028543576733,Food,0.019607500567566948,Weekly
140,User_140,48,Male,Location_40,2023-01-21,0.5327683009929305,Home & Garden,1.4201432553937765,Monthly
141,User_141,21,Female,Location_41,2023-12-03,0.8760893002723642,Clothing,0.019607500567566948,Weekly
142,User_142,36,Male,Location_42,2023-03-14,1.4864377434358018,Clothing,0.7198753779806717,Monthly
143,User_143,64,Female,Location_43,2023-07-17,-0.06024069776245491,Electronics,-1.3809282542586425,Weekly
144,User_144,53,Male,Location_44,2023-01-04,0.8483461892194807,Books,0.019607500567566948,Monthly
145,User_145,38,Male,Location_45,2023-05-23,0.3940527457285129,Food,-0.6806603768455378,Weekly
146,User_146,35,Male,Location_46,2023-09-20,0.654144411849296,Food,-1.3809282542586425,Monthly
147,User_147,68,Female,Location_47,2023-04-09,-1.586111805671049,Home & Garden,-1.3809282542586425,Monthly
148,User_148,45,Female,Location_48,2023-02-23,-0.5596166967143584,Clothing,-0.6806603768455378,Weekly
149,User_149,32,Female,Location_49,2023-08-12,0.21719041276638038,Electronics,-1.3809282542586425,Weekly
150,User_150,59,Female,Location_50,2023-03-19,1.4552267435013078,Home & Garden,1.4201432553937765,Weekly
151,User_151,19,Male,Location_51,2023-06-22,0.740841633889557,Home & Garden,1.4201432553937765,Daily
152,User_152,54,Female,Location_52,2023-09-02,-1.1422220288249125,Home & Garden,0.7198753779806717,Daily
153,User_153,28,Female,Location_53,2023-02-14,-1.4577999170514626,Electronics,0.7198753779806717,Weekly
154,User_154,40,Male,Location_54,2023-11-26,0.4980894121768261,Electronics,0.019607500567566948,Weekly
155,User_155,61,Male,Location_55,2023-04-26,0.32469496809630405,Clothing,0.019607500567566948,Daily
156,User_156,58,Female,Location_56,2023-12-07,0.7269700783631152,Electronics,1.4201432553937765,Weekly
157,User_157,29,Male,Location_57,2023-10-21,-0.854387251651246,Home & Garden,-1.3809282542586425,Weekly
158,User_158,20,Female,Location_58,2023-11-12,1.1604561885644205,Clothing,-0.6806603768455378,Daily
159,User_159,69,Male,Location_59,2023-12-20,0.3663096346756293,Home & Garden,1.4201432553937765,Monthly
160,User_160,34,Female,Location_60,2023-08-07,-0.5284056967798645,Home & Garden,0.7198753779806717,Daily
161,User_161,50,Male,Location_61,2023-06-20,-1.3711026950112017,Food,0.7198753779806717,Weekly
162,User_162,18,Female,Location_62,2023-12-25,0.8760893002723642,Electronics,0.7198753779806717,Weekly
163,User_163,56,Male,Location_63,2023-10-01,0.35243807914918757,Food,-0.6806603768455378,Monthly
164,User_164,37,Female,Location_64,2023-12-18,-1.1838366954042379,Food,0.7198753779806717,Weekly
165,User_165,64,Female,Location_65,2023-11-16,-0.035965475591181816,Home & Garden,0.7198753779806717,Weekly
166,User_166,60,Female,Location_66,2023-05-19,1.510712965607075,Electronics,0.019607500567566948,Daily
167,User_167,69,Female,Location_67,2023-11-27,-1.0104422513237157,Home & Garden,-1.3809282542586425,Daily
168,User_168,58,Female,Location_68,2023-06-06,-0.30646080835679623,Books,-1.3809282542586425,Weekly
169,User_169,31,Female,Location_69,2023-08-03,1.4136120769219827,Home & Garden,-0.6806603768455378,Weekly
170,User_170,48,Male,Location_70,2023-11-01,-0.4763873635557078,Home & Garden,0.7198753779806717,Weekly
171,User_171,42,Female,Location_71,2023-09-06,0.5119609677032679,Electronics,0.019607500567566948,Weekly
172,User_172,20,Male,Location_72,2023-07-04,-1.5514329168549446,Home & Garden,-1.3809282542586425,Monthly
173,User_173,21,Female,Location_73,2023-12-20,1.3962726325139303,Home & Garden,-0.6806603768455378,Daily
174,User_174,48,Male,Location_74,2023-12-25,-1.6520016944216473,Food,0.019607500567566948,Daily
175,User_175,52,Female,Location_75,2023-09-13,-1.1803688065226274,Home & Garden,0.7198753779806717,Weekly
176,User_176,61,Male,Location_76,2023-07-18,0.09581430191001494,Electronics,-0.6806603768455378,Weekly
177,User_177,31,Female,Location_77,2023-01-16,-0.015158142301519172,Food,0.019607500567566948,Weekly
178,User_178,66,Male,Location_78,2023-08-07,-0.2440388084878083,Clothing,-1.3809282542586425,Daily
179,User_179,58,Female,Location_79,2023-05-12,0.0923464130284045,Clothing,1.4201432553937765,Weekly
180,User_180,26,Male,Location_80,2023-10-28,0.20678674612154907,Home & Garden,-1.3809282542586425,Weekly
181,User_181,37,Male,Location_81,2023-10-11,-1.5236898058020611,Food,1.4201432553937765,Monthly
182,User_182,49,Male,Location_82,2023-10-04,1.1708598552092517,Books,-0.6806603768455378,Daily
183,User_183,26,Female,Location_83,2023-09-22,1.2506212994862917,Clothing,0.019607500567566948,Monthly
184,User_184,44,Male,Location_84,2023-07-01,1.645960631989882,Food,0.019607500567566948,Weekly
185,User_185,20,Female,Location_85,2023-10-21,-1.4404604726434105,Clothing,0.019607500567566948,Monthly
186,User_186,70,Female,Location_86,2023-07-07,0.01952074651458524,Food,0.7198753779806717,Monthly
187,User_187,21,Female,Location_87,2023-11-28,-1.1664972509961857,Home & Garden,-1.3809282542586425,Daily
188,User_188,62,Female,Location_88,2023-12-21,-0.8197083628351415,Food,1.4201432553937765,Monthly
189,User_189,32,Male,Location_89,2023-09-15,1.5280524100151271,Food,0.7198753779806717,Weekly
190,User_190,50,Female,Location_90,2023-08-15,0.5223646343480992,Electronics,-0.6806603768455378,Weekly
191,User_191,22,Male,Location_91,2023-01-06,-1.4335246948801896,Home & Garden,-0.6806603768455378,Weekly
192,User_192,21,Female,Location_92,2023-07-08,-0.41743325256833036,Books,0.7198753779806717,Weekly
193,User_193,63,Male,Location_93,2023-05-23,-0.4451763636212139,Clothing,1.4201432553937765,Daily
194,User_194,29,Female,Location_94,2023-03-03,-0.3307360305280693,Food,-0.6806603768455378,Weekly
195,User_195,40,Female,Location_95,2023-10-19,-1.1006073622455872,Food,-1.3809282542586425,Daily
196,User_196,31,Male,Location_96,2023-08-15,0.30735552368825186,Home & Garden,-0.6806603768455378,Daily
197,User_197,63,Female,Location_97,2023-09-30,0.19291519059510728,Electronics,1.4201432553937765,Daily
198,User_198,29,Female,Location_98,2023-11-28,1.0390800777080549,Clothing,-1.3809282542586425,Weekly
199,User_199,34,Female,Location_99,2023-06-13,0.6957590784286213,Books,0.7198753779806717,Daily
200,User_200,42,Female,Location_0,2023-05-05,0.05073174644907921,Food,1.4201432553937765,Monthly
201,User_201,47,Female,Location_1,2023-03-12,1.1639240774460309,Electronics,-1.3809282542586425,Monthly
202,User_202,39,Female,Location_2,2023-12-22,0.4703463011239426,Clothing,-1.3809282542586425,Weekly
203,User_203,64,Female,Location_3,2023-04-18,-1.475139361459515,Clothing,-1.3809282542586425,Monthly
204,User_204,43,Female,Location_4,2023-10-18,0.622933411914802,Books,1.4201432553937765,Monthly
205,User_205,34,Male,Location_5,2023-11-11,-0.36541491934417375,Home & Garden,0.019607500567566948,Monthly
206,User_206,37,Female,Location_6,2023-10-02,0.9246397446149104,Clothing,-0.6806603768455378,Monthly
207,User_207,51,Male,Location_7,2023-08-23,0.7200343005998944,Clothing,0.019607500567566948,Daily
208,User_208,58,Female,Location_8,2023-04-04,-1.2185155842203423,Books,-0.6806603768455378,Monthly
209,User_209,50,Male,Location_9,2023-02-16,0.8448783003378703,Food,1.4201432553937765,Weekly
210,User_210,54,Male,Location_10,2023-02-15,-0.5145341412534227,Home & Garden,-0.6806603768455378,Weekly
211,User_211,24,Male,Location_11,2023-04-07,0.6506765229676855,Books,1.4201432553937765,Monthly
212,User_212,39,Female,Location_12,2023-03-13,0.4356674123078382,Food,-1.3809282542586425,Monthly
213,User_213,49,Female,Location_13,2023-04-16,1.150052521919589,Books,0.7198753779806717,Monthly
214,User_214,31,Male,Location_14,2023-12-29,-0.3723506971073946,Books,0.019607500567566948,Monthly
215,User_215,25,Female,Location_15,2023-10-12,-1.052056917903041,Books,0.019607500567566948,Monthly
216,User_216,42,Female,Location_16,2023-08-10,-1.3156164729054345,Electronics,1.4201432553937765,Daily
217,User_217,33,Male,Location_17,2023-02-08,-1.6832126943561414,Books,-0.6806603768455378,Weekly
218,User_218,59,Female,Location_18,2023-08-02,0.7269700783631152,Food,-0.6806603768455378,Weekly
219,User_219,36,Male,Location_19,2023-04-09,-0.3133965861200171,Food,0.7198753779806717,Daily
220,User_220,58,Male,Location_20,2023-08-04,-0.7191395852684387,Clothing,-1.3809282542586425,Daily
221,User_221,33,Female,Location_21,2023-11-02,-1.3676348061295913,Electronics,-0.6806603768455378,Daily
222,User_222,29,Male,Location_22,2023-05-27,-1.4473962504066313,Food,-0.6806603768455378,Weekly
223,User_223,56,Female,Location_23,2023-08-24,-0.26484614177747096,Electronics,-1.3809282542586425,Weekly
224,User_224,65,Female,Location_24,2023-10-21,0.7651168560608301,Clothing,0.7198753779806717,Monthly
225,User_225,47,Female,Location_25,2023-05-29,0.4356674123078382,Electronics,-0.6806603768455378,Daily
226,User_226,19,Female,Location_26,2023-03-13,-0.16427736421076813,Food,1.4201432553937765,Weekly
227,User_227,49,Male,Location_27,2023-11-10,1.5003092989622435,Home & Garden,-1.3809282542586425,Weekly
228,User_228,62,Female,Location_28,2023-05-21,0.5986581897435289,Electronics,-0.6806603768455378,Monthly
229,User_229,42,Female,Location_29,2023-01-22,-1.3468274728399285,Electronics,0.7198753779806717,Monthly
230,User_230,42,Female,Location_30,2023-02-16,0.7373737450079465,Home & Garden,0.019607500567566948,Weekly
231,User_231,21,Male,Location_31,2023-12-28,0.9211718557333,Books,1.4201432553937765,Daily
232,User_232,36,Male,Location_32,2023-05-03,-0.49372680796376006,Home & Garden,1.4201432553937765,Monthly
233,User_233,65,Female,Location_33,2023-06-12,1.063355299879328,Books,1.4201432553937765,Weekly
234,User_234,21,Female,Location_34,2023-07-20,-1.5999833611974907,Home & Garden,1.4201432553937765,Monthly
235,User_235,60,Female,Location_35,2023-04-13,1.4621625212645288,Electronics,0.019607500567566948,Daily
236,User_236,30,Female,Location_36,2023-08-04,-1.4127173615905269,Books,0.019607500567566948,Weekly
237,User_237,56,Female,Location_37,2023-08-30,-1.1699651398777962,Books,0.019607500567566948,Daily
238,User_238,53,Male,Location_38,2023-03-09,-1.3988458060640852,Home & Garden,0.019607500567566948,Monthly
239,User_239,40,Female,Location_39,2023-06-28,0.24146563493765347,Electronics,0.7198753779806717,Daily
240,User_240,23,Male,Location_40,2023-05-23,0.3455023013859667,Electronics,-0.6806603768455378,Daily
241,User_241,41,Male,Location_41,2023-02-25,1.4621625212645288,Electronics,0.019607500567566948,Monthly
242,User_242,61,Female,Location_42,2023-10-11,0.6749517451389586,Books,0.019607500567566948,Daily
243,User_243,50,Male,Location_43,2023-03-28,-1.2982770284973824,Books,0.7198753779806717,Weekly
244,User_244,29,Female,Location_44,2023-10-10,1.5696670765944525,Books,-1.3809282542586425,Monthly
245,User_245,58,Male,Location_45,2023-03-26,-0.7434148074397118,Electronics,0.7198753779806717,Daily
246,User_246,38,Male,Location_46,2023-02-22,1.0910984109322115,Clothing,-1.3809282542586425,Daily
247,User_247,28,Female,Location_47,2023-06-18,-1.3017449173789928,Clothing,1.4201432553937765,Monthly
248,User_248,61,Male,Location_48,2023-01-21,-0.3966259192786677,Books,0.7198753779806717,Daily
249,User_249,55,Female,Location_49,2023-03-06,-0.6289744743465673,Books,1.4201432553937765,Weekly
250,User_250,46,Female,Location_50,2023-10-05,0.16517207954222377,Electronics,-1.3809282542586425,Monthly
251,User_251,65,Female,Location_51,2023-02-20,0.005649190988143475,Electronics,0.7198753779806717,Weekly
252,User_252,58,Female,Location_52,2023-07-31,0.6159976341515812,Clothing,-1.3809282542586425,Weekly
253,User_253,20,Female,Location_53,2023-09-03,-1.697084249882583,Clothing,-1.3809282542586425,Weekly
254,User_254,45,Female,Location_54,2023-09-06,1.2159424106701875,Home & Garden,1.4201432553937765,Monthly
255,User_255,37,Male,Location_55,2023-09-02,-0.14693791980271592,Electronics,-1.3809282542586425,Monthly
256,User_256,43,Male,Location_56,2023-03-21,-0.587359807767242,Food,-0.6806603768455378,Weekly
257,User_257,41,Female,Location_57,2023-08-12,0.45300685671589036,Home & Garden,0.019607500567566948,Monthly
258,User_258,69,Male,Location_58,2023-02-08,-0.4555800302660452,Electronics,0.7198753779806717,Weekly
259,User_259,64,Male,Location_59,2023-09-27,1.684107409687597,Food,1.4201432553937765,Weekly
260,User_260,38,Female,Location_60,2023-06-26,1.5315202988967376,Food,0.019607500567566948,Daily
261,User_261,47,Male,Location_61,2023-12-31,-0.6532496965178404,Books,1.4201432553937765,Weekly
262,User_262,21,Female,Location_62,2023-09-05,-1.2219834731019528,Books,-0.6806603768455378,Monthly
263,User_263,53,Female,Location_63,2023-07-14,1.299171743828838,Food,0.019607500567566948,Weekly
264,User_264,57,Male,Location_64,2023-12-17,0.07847485750196274,Food,0.7198753779806717,Weekly
265,User_265,27,Female,Location_65,2023-02-11,0.5397040787561515,Home & Garden,-1.3809282542586425,Daily
266,User_266,27,Female,Location_66,2023-06-13,-0.2717819195406918,Food,-1.3809282542586425,Weekly
267,User_267,59,Female,Location_67,2023-10-08,1.4760340767909705,Books,0.019607500567566948,Weekly
268,User_268,41,Female,Location_68,2023-07-18,0.4217958567813964,Books,1.4201432553937765,Daily
269,User_269,21,Male,Location_69,2023-09-17,0.5813187453354767,Books,0.7198753779806717,Daily
270,User_270,64,Female,Location_70,2023-09-29,-0.21629569743492474,Clothing,-1.3809282542586425,Monthly
271,User_271,44,Male,Location_71,2023-04-20,-0.18161680861882035,Home & Garden,0.019607500567566948,Weekly
